,Country,Happiness.Rank,Happiness.Score,GDP.per.capita,Health.Expectancy,Freedom,Perceptions.of.corruption,Generosity,Year,Region,Average working hours
533,Estonia,63,5.739,1.2,0.737,0.553,0.174,0.086,2018,Northern Europe,1810.378753
534,Paraguay,64,5.681,0.835,0.615,0.541,0.074,0.162,2018,South America,NA
535,Peru,65,5.663,0.934,0.674,0.53,0.034,0.092,2018,South America,2139.601759
536,Kosovo,66,5.662,0.855,0.578,0.448,0.023,0.274,2018,Southern Europe,NA
537,Moldova,67,5.64,0.657,0.62,0.232,0,0.171,2018,Eastern Europe,NA
538,Turkmenistan,68,5.636,1.016,0.517,0.417,0.037,0.199,2018,Asia,NA
539,Hungary,69,5.62,1.171,0.732,0.259,0.022,0.061,2018,Eastern Europe,1728.87777
540,Libya,70,5.566,0.985,0.553,0.496,0.148,0.116,2018,Africa,NA
541,Philippines,71,5.524,0.775,0.513,0.643,0.105,0.12,2018,Asia,2168.2965
542,Honduras,72,5.504,0.62,0.622,0.459,0.074,0.197,2018,Central America,NA
543,Belarus,73,5.483,1.039,0.7,0.307,0.154,0.101,2018,Eastern Europe,NA
544,Turkey,74,5.483,1.148,0.686,0.324,0.109,0.106,2018,Asia,1832
545,Pakistan,75,5.472,0.652,0.424,0.334,0.113,0.216,2018,Asia,1966.90718
546,Hong Kong,76,5.43,1.405,1.03,0.524,0.291,0.246,2018,Asia,2147.574362
547,Portugal,77,5.41,1.188,0.884,0.562,0.017,0.055,2018,Southern Europe,1867.852012
548,Serbia,78,5.398,0.975,0.685,0.288,0.043,0.134,2018,Southern Europe,NA
549,Greece,79,5.358,1.154,0.879,0.131,0.044,0,2018,Southern Europe,2044.431006
550,Lebanon,80,5.358,0.965,0.785,0.503,0.136,0.214,2018,Middle East,NA
551,Montenegro,81,5.347,1.017,0.729,0.259,0.081,0.111,2018,Southern Europe,NA
552,Croatia,82,5.321,1.115,0.737,0.38,0.039,0.12,2018,Southern Europe,1810.869578
553,Dominican Republic,83,5.302,0.982,0.614,0.578,0.106,0.12,2018,Caribbean,2142.10201
554,Algeria,84,5.295,0.979,0.687,0.077,0.135,0.055,2018,Africa,NA
555,Morocco,85,5.254,0.779,0.669,0.46,0.074,0.026,2018,Africa,NA
556,China,86,5.246,0.989,0.799,0.597,0.103,0.029,2018,Asia,NA
557,Azerbaijan,87,5.201,1.024,0.603,0.43,0.176,0.031,2018,Caucasus,NA
558,Tajikistan,88,5.199,0.474,0.598,0.292,0.034,0.187,2018,Asia,NA
559,Macedonia,89,5.185,0.959,0.691,0.394,0.052,0.173,2018,Southern Europe,NA
560,Jordan,90,5.161,0.822,0.645,0.468,0.134,0.13,2018,Middle East,NA
561,Nigeria,91,5.155,0.689,0.048,0.462,0.032,0.201,2018,Africa,NA
562,Kyrgyzstan,92,5.131,0.53,0.594,0.54,0.035,0.281,2018,Asia,NA
563,Bosnia and Herzegovina,93,5.129,0.915,0.758,0.28,0,0.216,2018,Southern Europe,NA
564,Mongolia,94,5.125,0.914,0.575,0.395,0.032,0.253,2018,Asia,NA
565,Vietnam,95,5.103,0.715,0.702,0.618,0.079,0.177,2018,Asia,2131.968232
566,Indonesia,96,5.093,0.899,0.522,0.538,0.018,0.484,2018,Asia,2019.923395
567,Bhutan,97,5.082,0.796,0.527,0.541,0.171,0.364,2018,Asia,NA
568,Somalia,98,4.982,0,0.115,0.674,0.282,0.238,2018,Africa,NA
569,Cameroon,99,4.975,0.535,0.182,0.454,0.043,0.183,2018,Africa,NA
570,Bulgaria,100,4.933,1.054,0.712,0.359,0.009,0.064,2018,Southern Europe,1644.571563
571,Nepal,101,4.88,0.425,0.539,0.526,0.078,0.302,2018,Asia,NA
572,Venezuela,102,4.806,0.996,0.657,0.133,0.052,0.056,2018,South America,NA
573,Gabon,103,4.758,1.036,0.404,0.356,0.052,0.032,2018,Africa,NA
574,Palestinian Territories,104,4.743,0.642,0.602,0.266,0.076,0.086,2018,Asia,NA
575,South Africa,105,4.724,0.94,0.33,0.516,0.056,0.103,2018,Africa,2191.363362
576,Iran,106,4.707,1.059,0.691,0.459,0.129,0.282,2018,Middle East,NA
577,Ivory Coast,107,4.671,0.541,0.08,0.467,0.103,0.146,2018,Africa,NA
578,Ghana,108,4.657,0.592,0.337,0.499,0.029,0.212,2018,Africa,NA
579,Senegal,109,4.631,0.429,0.433,0.406,0.082,0.138,2018,Africa,NA
580,Laos,110,4.623,0.72,0.441,0.626,0.174,0.23,2018,Africa,NA
581,Tunisia,111,4.592,0.9,0.69,0.271,0.063,0.04,2018,Africa,NA
582,Albania,112,4.586,0.916,0.79,0.419,0.032,0.149,2018,Southern Europe,NA
583,Sierra Leone,113,4.571,0.256,0,0.355,0.053,0.238,2018,Africa,NA
584,Congo (Brazzaville),114,4.559,0.682,0.343,0.514,0.077,0.091,2018,Africa,NA
585,Bangladesh,115,4.5,0.532,0.579,0.58,0.144,0.153,2018,Asia,2418.882693
586,Sri Lanka,116,4.471,0.918,0.672,0.585,0.05,0.307,2018,Asia,1922.513181
587,Iraq,117,4.456,1.01,0.536,0.304,0.095,0.148,2018,Middle East,NA
588,Mali,118,4.447,0.37,0.152,0.367,0.056,0.139,2018,Africa,NA
589,Namibia,119,4.441,0.874,0.365,0.519,0.064,0.051,2018,Africa,NA
590,Cambodia,120,4.433,0.549,0.457,0.696,0.065,0.256,2018,Asia,2474.911893
591,Burkina Faso,121,4.424,0.314,0.254,0.312,0.128,0.175,2018,Africa,NA
592,Egypt,122,4.419,0.885,0.553,0.312,0.107,0.092,2018,Africa,NA
593,Mozambique,123,4.417,0.198,0.173,0.531,0.158,0.206,2018,Africa,NA
594,Kenya,124,4.41,0.493,0.454,0.504,0.055,0.352,2018,Africa,NA
595,Zambia,125,4.377,0.562,0.295,0.503,0.082,0.221,2018,Africa,NA
596,Mauritania,126,4.356,0.557,0.292,0.129,0.093,0.134,2018,Africa,NA
597,Ethiopia,127,4.35,0.308,0.391,0.452,0.146,0.22,2018,Africa,NA
598,Georgia,128,4.34,0.853,0.643,0.375,0.215,0.038,2018,Caucasus,NA
599,Armenia,129,4.321,0.816,0.666,0.26,0.028,0.077,2018,Caucasus,NA
600,Myanmar,130,4.308,0.682,0.429,0.58,0.178,0.598,2018,Asia,2447.057659
601,Chad,131,4.301,0.358,0.053,0.189,0.06,0.181,2018,Africa,NA
602,Congo (Kinshasa),132,4.245,0.069,0.204,0.312,0.052,0.197,2018,Africa,NA
603,India,133,4.19,0.721,0.485,0.539,0.093,0.172,2018,Asia,2122.940682
604,Niger,134,4.166,0.131,0.221,0.39,0.099,0.175,2018,Africa,NA
605,Uganda,135,4.161,0.322,0.237,0.45,0.061,0.259,2018,Africa,NA
606,Benin,136,4.141,0.378,0.24,0.44,0.067,0.163,2018,Africa,NA
607,Sudan,137,4.139,0.605,0.312,0.016,0.082,0.134,2018,Africa,NA
608,Ukraine,138,4.103,0.793,0.609,0.163,0.011,0.187,2018,Eastern Europe,NA
609,Togo,139,3.999,0.259,0.253,0.434,0.101,0.158,2018,Africa,NA
610,Guinea,140,3.964,0.344,0.211,0.394,0.094,0.185,2018,Africa,NA
611,Lesotho,141,3.808,0.472,0.079,0.423,0.112,0.116,2018,Africa,NA
612,Angola,142,3.795,0.73,0.269,0,0.061,0.079,2018,Africa,NA
613,Madagascar,143,3.774,0.262,0.402,0.221,0.049,0.155,2018,Africa,NA
614,Zimbabwe,144,3.692,0.357,0.248,0.406,0.099,0.132,2018,Africa,NA
615,Afghanistan,145,3.632,0.332,0.255,0.085,0.036,0.191,2018,Asia,NA
616,Botswana,146,3.59,1.017,0.417,0.557,0.092,0.042,2018,Africa,NA
617,Malawi,147,3.587,0.186,0.306,0.531,0.08,0.21,2018,Africa,NA
618,Haiti,148,3.582,0.315,0.289,0.025,0.104,0.392,2018,Caribbean,NA
619,Liberia,149,3.495,0.076,0.267,0.419,0.03,0.206,2018,Africa,NA
620,Syria,150,3.462,0.689,0.539,0.088,0.144,0.376,2018,Middle East,NA
621,Rwanda,151,3.408,0.332,0.4,0.636,0.444,0.2,2018,Africa,NA
622,Yemen,152,3.355,0.442,0.343,0.244,0.064,0.083,2018,Middle East,NA
623,Tanzania,153,3.303,0.455,0.381,0.481,0.097,0.27,2018,Africa,NA
624,South Sudan,154,3.254,0.337,0.177,0.112,0.106,0.224,2018,Africa,NA
625,Central African Republic,155,3.083,0.024,0.01,0.305,0.038,0.218,2018,Africa,NA
626,Burundi,156,2.905,0.091,0.145,0.065,0.076,0.149,2018,Africa,NA
627,Finland,1,7.769,1.34,0.986,0.596,0.393,0.153,2019,Northern Europe,1590.694538
628,Denmark,2,7.6,1.383,0.996,0.592,0.41,0.252,2019,Northern Europe,1380.607643
629,Norway,3,7.554,1.488,1.028,0.603,0.341,0.271,2019,Northern Europe,1384.073291
630,Iceland,4,7.494,1.38,1.026,0.591,0.118,0.354,2019,Northern Europe,1454.494825
631,Netherlands,5,7.488,1.396,0.999,0.557,0.298,0.322,2019,Western Europe,1439.731516
632,Switzerland,6,7.48,1.452,1.052,0.572,0.343,0.263,2019,Western Europe,1556.882844
633,Sweden,7,7.343,1.387,1.009,0.574,0.373,0.267,2019,Northern Europe,1605.276602
634,New Zealand,8,7.307,1.303,1.026,0.585,0.38,0.33,2019,Oceania,1778.984431
635,Canada,9,7.278,1.365,1.039,0.584,0.308,0.285,2019,North America,1689.280933
636,Austria,10,7.246,1.376,1.016,0.532,0.226,0.244,2019,Western Europe,1611.374223
637,Australia,11,7.228,1.372,1.036,0.557,0.29,0.332,2019,Oceania,1726.797659
638,Costa Rica,12,7.167,1.034,0.963,0.558,0.093,0.144,2019,Central America,2069.245457
639,Israel,13,7.139,1.276,1.029,0.371,0.082,0.261,2019,Middle East,1900.874779
640,Luxembourg,14,7.09,1.609,1.012,0.526,0.316,0.194,2019,Western Europe,NA
641,United Kingdom,15,7.054,1.333,0.996,0.45,0.278,0.348,2019,Northern Europe,1667.947711
642,Ireland,16,7.021,1.499,0.999,0.516,0.31,0.298,2019,Northern Europe,1771.977942
643,Germany,17,6.985,1.373,0.987,0.495,0.265,0.261,2019,Western Europe,1386.196834
644,Belgium,18,6.923,1.356,0.986,0.473,0.21,0.16,2019,Western Europe,1586.430997
645,United States,19,6.892,1.433,0.874,0.454,0.128,0.28,2019,North America,1765.34639
646,Czech Republic,20,6.852,1.269,0.92,0.457,0.036,0.046,2019,Eastern Europe,1787.543402
647,United Arab Emirates,21,6.825,1.503,0.825,0.598,0.182,0.262,2019,Middle East,NA
648,Malta,22,6.726,1.3,0.999,0.564,0.151,0.375,2019,Southern Europe,1915.416717
649,Mexico,23,6.595,1.07,0.861,0.433,0.073,0.074,2019,Central America,2137
650,France,24,6.592,1.324,1.045,0.436,0.183,0.111,2019,Western Europe,1504.912353
651,Taiwan,25,6.446,1.368,0.914,0.351,0.097,0.242,2019,Asia,2090.070564
652,Chile,26,6.444,1.159,0.92,0.357,0.056,0.187,2019,South America,1914.4
653,Guatemala,27,6.436,0.8,0.746,0.535,0.078,0.175,2019,Central America,NA
654,Saudi Arabia,28,6.375,1.403,0.795,0.439,0.132,0.08,2019,Middle East,NA
655,Qatar,29,6.374,1.684,0.871,0.555,0.167,0.22,2019,Middle East,NA
656,Spain,30,6.354,1.286,1.062,0.362,0.079,0.153,2019,Southern Europe,1685.951506
657,Panama,31,6.321,1.149,0.91,0.516,0.054,0.109,2019,Central America,NA
658,Brazil,32,6.3,1.004,0.802,0.39,0.086,0.099,2019,South America,1707.795058
659,Uruguay,33,6.293,1.124,0.891,0.523,0.15,0.127,2019,South America,1532.51374
660,Singapore,34,6.262,1.572,1.141,0.556,0.453,0.271,2019,Asia,2330.165875
661,El Salvador,35,6.253,0.794,0.789,0.43,0.074,0.093,2019,Central America,NA
662,Italy,36,6.223,1.294,1.039,0.231,0.03,0.158,2019,Southern Europe,1717.833818
663,Bahrain,37,6.199,1.362,0.871,0.536,0.11,0.255,2019,Middle East,NA
664,Slovakia,38,6.198,1.246,0.881,0.334,0.014,0.121,2019,Eastern Europe,NA
665,Trinidad & Tobago,39,6.192,1.231,0.713,0.489,0.016,0.185,2019,South America,NA
666,Poland,40,6.182,1.206,0.884,0.483,0.05,0.117,2019,Eastern Europe,2022.632232
667,Uzbekistan,41,6.174,0.745,0.756,0.631,0.24,0.322,2019,Asia,NA
668,Lithuania,42,6.149,1.238,0.818,0.291,0.042,0.043,2019,Northern Europe,1886.084474
669,Colombia,43,6.125,0.985,0.841,0.47,0.034,0.099,2019,South America,1968.367262
670,Slovenia,44,6.118,1.258,0.953,0.564,0.057,0.144,2019,Southern Europe,1592.933904
671,Nicaragua,45,6.105,0.694,0.835,0.435,0.127,0.2,2019,Central America,NA
672,Kosovo,46,6.1,0.882,0.758,0.489,0.006,0.262,2019,Southern Europe,NA
673,Argentina,47,6.086,1.092,0.881,0.471,0.05,0.066,2019,South America,1609.068998
674,Romania,48,6.07,1.162,0.825,0.462,0.005,0.083,2019,Southern Europe,1791.735429
675,Cyprus,49,6.046,1.263,1.042,0.406,0.041,0.19,2019,Southern Europe,1805.239785
676,Ecuador,50,6.028,0.912,0.868,0.498,0.087,0.126,2019,South America,1551.642809
677,Kuwait,51,6.021,1.5,0.808,0.493,0.097,0.142,2019,Middle East,NA
678,Thailand,52,6.008,1.05,0.828,0.557,0.028,0.359,2019,Asia,2092.9901
679,Latvia,53,5.94,1.187,0.812,0.264,0.064,0.075,2019,Northern Europe,1864.975821
680,South Korea,54,5.895,1.301,1.036,0.159,0.056,0.175,2019,Asia,1979.526258
681,Estonia,55,5.893,1.237,0.874,0.495,0.161,0.103,2019,Northern Europe,1797.214536
682,Jamaica,56,5.89,0.831,0.831,0.49,0.028,0.107,2019,Caribbean,NA
683,Mauritius,57,5.888,1.12,0.798,0.498,0.06,0.215,2019,Africa,NA
684,Japan,58,5.886,1.327,1.088,0.445,0.14,0.069,2019,Asia,1691.08526
685,Honduras,59,5.86,0.642,0.828,0.507,0.078,0.246,2019,Central America,NA
686,Kazakhstan,60,5.809,1.173,0.729,0.41,0.096,0.146,2019,Asia,NA
687,Bolivia,61,5.779,0.776,0.706,0.511,0.064,0.137,2019,South America,NA
688,Hungary,62,5.758,1.201,0.828,0.199,0.02,0.081,2019,Eastern Europe,1725.227965
689,Paraguay,63,5.743,0.855,0.777,0.514,0.08,0.184,2019,South America,NA
690,Northern Cyprus,64,5.718,1.263,1.042,0.417,0.162,0.191,2019,Southern Europe,NA
691,Peru,65,5.697,0.96,0.854,0.455,0.027,0.083,2019,South America,2139.601759
692,Portugal,66,5.693,1.221,0.999,0.508,0.025,0.047,2019,Southern Europe,1864.58836
693,Pakistan,67,5.653,0.677,0.535,0.313,0.098,0.22,2019,Asia,1966.90718
694,Russia,68,5.648,1.183,0.726,0.334,0.031,0.082,2019,Eastern Europe,NA
695,Philippines,69,5.631,0.807,0.657,0.558,0.107,0.117,2019,Asia,2168.2965
696,Serbia,70,5.603,1.004,0.854,0.282,0.039,0.137,2019,Southern Europe,NA
697,Moldova,71,5.529,0.685,0.739,0.245,0,0.181,2019,Eastern Europe,NA
698,Libya,72,5.525,1.044,0.673,0.416,0.152,0.133,2019,Africa,NA
699,Montenegro,73,5.523,1.051,0.871,0.197,0.08,0.142,2019,Southern Europe,NA
700,Tajikistan,74,5.467,0.493,0.718,0.389,0.144,0.23,2019,Asia,NA
701,Croatia,75,5.432,1.155,0.914,0.296,0.022,0.119,2019,Southern Europe,1831.32341
702,Hong Kong,76,5.43,1.438,1.122,0.44,0.287,0.258,2019,Asia,2147.574362
703,Dominican Republic,77,5.425,1.015,0.779,0.497,0.101,0.113,2019,Caribbean,2142.10201
704,Bosnia and Herzegovina,78,5.386,0.945,0.845,0.212,0.006,0.263,2019,Southern Europe,NA
705,Turkey,79,5.373,1.183,0.808,0.195,0.106,0.083,2019,Asia,1832
706,Malaysia,80,5.339,1.221,0.828,0.508,0.024,0.26,2019,Asia,2197.058086
707,Belarus,81,5.323,1.067,0.789,0.235,0.142,0.094,2019,Eastern Europe,NA
708,Greece,82,5.287,1.181,0.999,0.067,0.034,0,2019,Southern Europe,2036.463521
709,Mongolia,83,5.285,0.948,0.667,0.317,0.038,0.235,2019,Asia,NA
710,North Macedonia,84,5.274,0.983,0.838,0.345,0.034,0.185,2019,Southern Europe,NA
711,Nigeria,85,5.265,0.696,0.245,0.426,0.041,0.215,2019,Africa,NA
712,Kyrgyzstan,86,5.261,0.551,0.723,0.508,0.023,0.3,2019,Asia,NA
713,Turkmenistan,87,5.247,1.052,0.657,0.394,0.028,0.244,2019,Asia,NA
714,Algeria,88,5.211,1.002,0.785,0.086,0.114,0.073,2019,Africa,NA
715,Morocco,89,5.208,0.801,0.782,0.418,0.076,0.036,2019,Africa,NA
716,Azerbaijan,90,5.208,1.043,0.769,0.351,0.182,0.035,2019,Caucasus,NA
717,Lebanon,91,5.197,0.987,0.815,0.216,0.027,0.166,2019,Middle East,NA
718,Indonesia,92,5.192,0.931,0.66,0.491,0.028,0.498,2019,Asia,2019.923395
719,China,93,5.191,1.029,0.893,0.521,0.1,0.058,2019,Asia,NA
720,Vietnam,94,5.175,0.741,0.851,0.543,0.073,0.147,2019,Asia,2131.968232
721,Bhutan,95,5.082,0.813,0.604,0.457,0.167,0.37,2019,Asia,NA
722,Cameroon,96,5.044,0.549,0.331,0.381,0.037,0.187,2019,Africa,NA
723,Bulgaria,97,5.011,1.092,0.815,0.311,0.004,0.081,2019,Southern Europe,1645.246464
724,Ghana,98,4.996,0.611,0.486,0.381,0.04,0.245,2019,Africa,NA
725,Ivory Coast,99,4.944,0.569,0.232,0.352,0.09,0.154,2019,Africa,NA
726,Nepal,100,4.913,0.446,0.677,0.439,0.089,0.285,2019,Asia,NA
727,Jordan,101,4.906,0.837,0.815,0.383,0.13,0.11,2019,Middle East,NA
728,Benin,102,4.883,0.393,0.397,0.349,0.082,0.175,2019,Africa,NA
729,Congo (Brazzaville),103,4.812,0.673,0.508,0.372,0.093,0.105,2019,Africa,NA
730,Gabon,104,4.799,1.057,0.571,0.295,0.055,0.043,2019,Africa,NA
731,Laos,105,4.796,0.764,0.551,0.547,0.164,0.266,2019,Africa,NA
732,South Africa,106,4.722,0.96,0.469,0.389,0.055,0.13,2019,Africa,2191.363362
733,Albania,107,4.719,0.947,0.874,0.383,0.027,0.178,2019,Southern Europe,NA
734,Venezuela,108,4.707,0.96,0.805,0.154,0.047,0.064,2019,South America,NA
735,Cambodia,109,4.7,0.574,0.637,0.609,0.062,0.232,2019,Asia,2474.911893
736,Palestinian Territories,110,4.696,0.657,0.672,0.225,0.066,0.103,2019,Asia,NA
737,Senegal,111,4.681,0.45,0.571,0.292,0.072,0.153,2019,Africa,NA
738,Somalia,112,4.668,0,0.268,0.559,0.27,0.243,2019,Africa,NA
739,Namibia,113,4.639,0.879,0.477,0.401,0.056,0.07,2019,Africa,NA
740,Niger,114,4.628,0.138,0.366,0.318,0.102,0.188,2019,Africa,NA
741,Burkina Faso,115,4.587,0.331,0.38,0.255,0.113,0.177,2019,Africa,NA
742,Armenia,116,4.559,0.85,0.815,0.283,0.064,0.095,2019,Caucasus,NA
743,Iran,117,4.548,1.1,0.785,0.305,0.125,0.27,2019,Middle East,NA
744,Guinea,118,4.534,0.38,0.375,0.332,0.086,0.207,2019,Africa,NA
745,Georgia,119,4.519,0.886,0.752,0.346,0.164,0.043,2019,Caucasus,NA
746,Gambia,120,4.516,0.308,0.428,0.382,0.167,0.269,2019,Africa,NA
747,Kenya,121,4.509,0.512,0.581,0.431,0.053,0.372,2019,Africa,NA
748,Mauritania,122,4.49,0.57,0.489,0.066,0.088,0.106,2019,Africa,NA
749,Mozambique,123,4.466,0.204,0.39,0.494,0.138,0.197,2019,Africa,NA
750,Tunisia,124,4.461,0.921,0.815,0.167,0.055,0.059,2019,Africa,NA
751,Bangladesh,125,4.456,0.562,0.723,0.527,0.143,0.166,2019,Asia,2418.882693
752,Iraq,126,4.437,1.043,0.574,0.241,0.089,0.148,2019,Middle East,NA
753,Congo (Kinshasa),127,4.418,0.094,0.357,0.269,0.053,0.212,2019,Africa,NA
754,Mali,128,4.39,0.385,0.308,0.327,0.052,0.153,2019,Africa,NA
755,Sierra Leone,129,4.374,0.268,0.242,0.309,0.045,0.252,2019,Africa,NA
756,Sri Lanka,130,4.366,0.949,0.831,0.47,0.047,0.244,2019,Asia,1922.513181
757,Myanmar,131,4.36,0.71,0.555,0.525,0.172,0.566,2019,Asia,2447.057659
758,Chad,132,4.35,0.35,0.192,0.174,0.078,0.198,2019,Africa,NA
759,Ukraine,133,4.332,0.82,0.739,0.178,0.01,0.187,2019,Eastern Europe,NA
760,Ethiopia,134,4.286,0.336,0.532,0.344,0.1,0.209,2019,Africa,NA
761,Swaziland,135,4.212,0.811,0,0.313,0.135,0.074,2019,Africa,NA
762,Uganda,136,4.189,0.332,0.443,0.356,0.06,0.252,2019,Africa,NA
763,Egypt,137,4.166,0.913,0.644,0.241,0.067,0.076,2019,Africa,NA
764,Zambia,138,4.107,0.578,0.426,0.431,0.087,0.247,2019,Africa,NA
765,Togo,139,4.085,0.275,0.41,0.293,0.085,0.177,2019,Africa,NA
766,India,140,4.015,0.755,0.588,0.498,0.085,0.2,2019,Asia,2122.940682
767,Liberia,141,3.975,0.073,0.443,0.37,0.033,0.233,2019,Africa,NA
768,Comoros,142,3.973,0.274,0.505,0.142,0.078,0.275,2019,Africa,NA
769,Madagascar,143,3.933,0.274,0.555,0.148,0.041,0.169,2019,Africa,NA
770,Lesotho,144,3.802,0.489,0.168,0.359,0.093,0.107,2019,Africa,NA
771,Burundi,145,3.775,0.046,0.38,0.22,0.18,0.176,2019,Africa,NA
772,Zimbabwe,146,3.663,0.366,0.433,0.361,0.089,0.151,2019,Africa,NA
773,Haiti,147,3.597,0.323,0.449,0.026,0.11,0.419,2019,Caribbean,NA
774,Botswana,148,3.488,1.041,0.538,0.455,0.1,0.025,2019,Africa,NA
775,Syria,149,3.462,0.619,0.44,0.013,0.141,0.331,2019,Middle East,NA
776,Malawi,150,3.41,0.191,0.495,0.443,0.089,0.218,2019,Africa,NA
777,Yemen,151,3.38,0.287,0.463,0.143,0.077,0.108,2019,Middle East,NA
778,Rwanda,152,3.334,0.359,0.614,0.555,0.411,0.217,2019,Africa,NA
779,Tanzania,153,3.231,0.476,0.499,0.417,0.147,0.276,2019,Africa,NA
780,Afghanistan,154,3.203,0.35,0.361,0,0.025,0.158,2019,Asia,NA
781,Central African Republic,155,3.083,0.026,0.105,0.225,0.035,0.235,2019,Africa,NA
782,South Sudan,156,2.853,0.306,0.295,0.01,0.091,0.202,2019,Africa,NA
783,Finland,1,7.808700085,1.285189509,0.961271405,0.66231674,0.477857262,0.159670442,2020,Northern Europe,NA
784,Denmark,2,7.645599842,1.326948524,0.979332566,0.665039897,0.495260328,0.242793396,2020,Northern Europe,NA
785,Switzerland,3,7.559899807,1.39077425,1.040533185,0.62895447,0.407945901,0.269055754,2020,Western Europe,NA
786,Iceland,4,7.504499912,1.326501608,1.000843406,0.661980748,0.144540772,0.362330228,2020,Northern Europe,NA
787,Norway,5,7.487999916,1.42420733,1.008071899,0.670200884,0.434100568,0.287985086,2020,Northern Europe,NA
788,Netherlands,6,7.448900223,1.338946342,0.975675344,0.61362648,0.368569762,0.336317569,2020,Western Europe,NA
789,Sweden,7,7.353499889,1.322235227,0.986470461,0.650297701,0.442066371,0.272827893,2020,Northern Europe,NA
790,New Zealand,8,7.299600124,1.242317915,1.008138299,0.646789908,0.461268276,0.325726211,2020,Oceania,NA
791,Austria,9,7.294199944,1.317285538,1.000933528,0.603368878,0.281256139,0.255509764,2020,Western Europe,NA
792,Luxembourg,10,7.237500191,1.536676049,0.986442685,0.610137045,0.367041469,0.19595392,2020,Western Europe,NA
793,Canada,11,7.23210001,1.301647663,1.022501945,0.644028127,0.351701856,0.28152892,2020,North America,NA
794,Australia,12,7.222799778,1.310396433,1.022607684,0.621877193,0.335996419,0.324973613,2020,Oceania,NA
795,United Kingdom,13,7.164500237,1.273061037,0.97570008,0.525168657,0.322601646,0.373433441,2020,Northern Europe,NA
796,Israel,14,7.128600121,1.216463685,1.008052945,0.420699477,0.09989845,0.266861796,2020,Middle East,NA
797,Costa Rica,15,7.121399879,0.981107712,0.939635336,0.645017743,0.096362092,0.131266311,2020,Central America,NA
798,Ireland,16,7.093699932,1.446886778,0.975670695,0.587779939,0.373433262,0.295426995,2020,Northern Europe,NA
799,Germany,17,7.075799942,1.314184546,0.972114801,0.564274132,0.309362292,0.252037704,2020,Western Europe,NA
800,United States,18,6.939599991,1.37398684,0.831618011,0.534608245,0.152284741,0.298143059,2020,North America,NA
801,Czech Republic,19,6.910900116,1.212322354,0.89456445,0.505744576,0.049803223,0.046325929,2020,Eastern Europe,NA
802,Belgium,20,6.863500118,1.295842767,0.964901149,0.499805421,0.208724052,0.146966159,2020,Western Europe,NA
803,United Arab Emirates,21,6.790800095,1.431086421,0.787814438,0.652936101,0.220213518,0.28065598,2020,Middle East,NA
804,Malta,22,6.772799969,1.252513289,0.972042024,0.633239031,0.178864077,0.341180831,2020,Southern Europe,NA
805,France,23,6.663799763,1.268129349,1.029714227,0.514050901,0.227303237,0.112607703,2020,Western Europe,NA
806,Mexico,24,6.465000153,1.024387479,0.831601024,0.553892553,0.083133668,0.083094485,2020,Central America,NA
807,Taiwan Province of China,25,6.45539999,1.327470541,0.878437996,0.449404389,0.131516352,0.150598705,2020,Asia,NA
808,Uruguay,26,6.440100193,1.071000457,0.856928885,0.59426707,0.193425074,0.132143691,2020,South America,NA
809,Saudi Arabia,27,6.406499863,1.334328532,0.759818137,0.548477471,0.163322315,0.087440684,2020,Middle East,NA
810,Spain,28,6.400899887,1.230535269,1.051343083,0.425983816,0.109579779,0.16530548,2020,Southern Europe,NA
811,Guatemala,29,6.398900032,0.753815711,0.705952585,0.613146722,0.0983603,0.170611665,2020,Central America,NA
812,Italy,30,6.38740015,1.236396074,1.022504926,0.321305573,0.040145598,0.170266211,2020,Southern Europe,NA
813,Singapore,31,6.377099991,1.519580126,1.137814283,0.635317206,0.533162236,0.218770906,2020,Asia,NA
814,Brazil,32,6.375599861,0.952679873,0.766119063,0.483292729,0.106518604,0.131674588,2020,South America,NA
815,Slovenia,33,6.363399982,1.208652496,0.932548046,0.646700144,0.076516323,0.145701498,2020,Southern Europe,NA
816,El Salvador,34,6.34829998,0.748940408,0.752730012,0.524043918,0.117030352,0.1189363,2020,Central America,NA
817,Kosovo,35,6.325200081,0.840481341,0.672709167,0.557280421,0.008559024,0.325286865,2020,Southern Europe,NA
818,Panama,36,6.304800034,1.097667813,0.878546536,0.57984978,0.054230526,0.097207308,2020,Central America,NA
819,Slovakia,37,6.280600071,1.194837689,0.853465259,0.423542529,0.011291441,0.116729774,2020,Eastern Europe,NA
820,Uzbekistan,38,6.257599831,0.696652949,0.716703713,0.693270326,0.280260265,0.363311023,2020,Asia,NA
821,Chile,39,6.228499889,1.096992493,0.889260828,0.417482227,0.06284935,0.155579001,2020,South America,NA
822,Bahrain,40,6.227300167,1.296692252,0.838836372,0.610399902,0.126697257,0.287453711,2020,Middle East,NA
823,Lithuania,41,6.215499878,1.193559647,0.795421183,0.42046079,0.081350274,0.053691041,2020,Northern Europe,NA
824,Trinidad and Tobago,42,6.191899776,1.167641521,0.658828557,0.55293113,0.015078396,0.199358255,2020,South America,NA
825,Poland,43,6.186299801,1.16922915,0.868038476,0.557903528,0.160541251,0.063374244,2020,Eastern Europe,NA
826,Colombia,44,6.163400173,0.93220371,0.810020149,0.526890039,0.04584837,0.092374094,2020,South America,NA
827,Cyprus,45,6.15899992,1.21279943,1.026124597,0.459385872,0.051207144,0.227932334,2020,Africa,NA
